time,day-ahead,intra-day
29/01/2023 09:30,129.94,128.27
29/01/2023 10:00,127.29,130.85
29/01/2023 10:30,127.29,143.16
29/01/2023 11:00,140.09,152.5
29/01/2023 11:30,140.09,141.92
29/01/2023 12:00,130.81,150.71
29/01/2023 12:30,130.81,142.36
29/01/2023 13:00,147.29,137.84
29/01/2023 13:30,147.29,131.48
29/01/2023 14:00,154.07,135.52
29/01/2023 14:30,154.07,109.27
29/01/2023 15:00,150.94,135.94
29/01/2023 15:30,150.94,124.33
29/01/2023 16:00,140.02,105.08
29/01/2023 16:30,140.02,86.21
29/01/2023 17:00,134.53,96.94
29/01/2023 17:30,134.53,132.26
29/01/2023 18:00,125.02,118.92
29/01/2023 18:30,125.02,115.81
29/01/2023 19:00,121.35,110.48
29/01/2023 19:30,121.35,91.86
29/01/2023 20:00,117.29,108.62
29/01/2023 20:30,117.29,108.11
29/01/2023 21:00,137.62,113.33
29/01/2023 21:30,137.62,121.86
29/01/2023 22:00,166.21,127.27
29/01/2023 22:30,166.21,138.61
29/01/2023 23:00,163.66,159.41
29/01/2023 23:30,163.66,141.04
30/01/2023 00:00,141.1,155.2
30/01/2023 00:30,141.1,172.47
30/01/2023 01:00,122.04,164.03
30/01/2023 01:30,122.04,188
30/01/2023 02:00,111.6,170.15
30/01/2023 02:30,111.6,170.75
30/01/2023 03:00,85.26,152.22
30/01/2023 03:30,85.26,146.44
30/01/2023 04:00,94,117.45
30/01/2023 04:30,94,115.6
30/01/2023 05:00,83.38,120.65
30/01/2023 05:30,83.38,120.36
30/01/2023 06:00,75.36,127.08
30/01/2023 06:30,75.36,135.05
30/01/2023 07:00,60.38,135.12
30/01/2023 07:30,60.38,140.77
30/01/2023 08:00,49.05,152.56
30/01/2023 08:30,49.05,175
30/01/2023 09:00,50.96,157.36
30/01/2023 09:30,50.96,180.93
30/01/2023 10:00,100.34,194.48
30/01/2023 10:30,100.34,194.18
30/01/2023 11:00,138.7,207.9
30/01/2023 11:30,138.7,188.69
30/01/2023 12:00,139.25,172.84
30/01/2023 12:30,139.25,160.08
30/01/2023 13:00,151.52,178.91
30/01/2023 13:30,151.52,149.69
30/01/2023 14:00,141.05,142.95
30/01/2023 14:30,141.05,134.26
30/01/2023 15:00,144.01,136.88
30/01/2023 15:30,144.01,133.73
30/01/2023 16:00,141.53,145.68
30/01/2023 16:30,141.53,137.64
30/01/2023 17:00,130.28,139.14
30/01/2023 17:30,130.28,137.88
30/01/2023 18:00,138.58,121.15
30/01/2023 18:30,138.58,79.4
30/01/2023 19:00,143.2,97.48
30/01/2023 19:30,143.2,82.53
30/01/2023 20:00,145.48,77.35
30/01/2023 20:30,145.48,69.28
30/01/2023 21:00,161.94,73.95
30/01/2023 21:30,161.94,64.22
30/01/2023 22:00,190.26,76.03
30/01/2023 22:30,190.26,116.75
30/01/2023 23:00,190,139.73
30/01/2023 23:30,190,137.33
31/01/2023 00:00,169.91,133.65
31/01/2023 00:30,169.91,153.34
31/01/2023 01:00,143.38,148
31/01/2023 01:30,143.38,157.87
31/01/2023 02:00,141.08,144.86
31/01/2023 02:30,141.08,130.35
31/01/2023 03:00,124.01,135.52
31/01/2023 03:30,124.01,137.83
31/01/2023 04:00,137.51,135.4
31/01/2023 04:30,137.51,132.54
31/01/2023 05:00,128.12,121
31/01/2023 05:30,128.12,123.31
31/01/2023 06:00,120.93,119.25
31/01/2023 06:30,120.93,118.63
31/01/2023 07:00,97.8,115.2
31/01/2023 07:30,97.8,114.73
31/01/2023 08:00,84.01,120.89
31/01/2023 08:30,84.01,119.14
31/01/2023 09:00,83.78,126.37
31/01/2023 09:30,83.78,139.01
31/01/2023 10:00,103.59,165.1
31/01/2023 10:30,103.59,177.37
31/01/2023 11:00,137.58,170.81
31/01/2023 11:30,137.58,153.05
31/01/2023 12:00,153.64,152.53
31/01/2023 12:30,153.64,139.41
31/01/2023 13:00,159.47,142.27
31/01/2023 13:30,159.47,131.35
31/01/2023 14:00,150.76,133.6
31/01/2023 14:30,150.76,123.19
31/01/2023 15:00,142.7,138
31/01/2023 15:30,142.7,118.01
31/01/2023 16:00,134,130.96
31/01/2023 16:30,134,60.02
31/01/2023 17:00,126.7,82.44
31/01/2023 17:30,126.7,103.34
31/01/2023 18:00,122.64,104.11
31/01/2023 18:30,122.64,83.1
31/01/2023 19:00,126.86,88.02
31/01/2023 19:30,126.86,89.62
31/01/2023 20:00,125.23,54.08
31/01/2023 20:30,125.23,48.06
31/01/2023 21:00,143.02,58.5
31/01/2023 21:30,143.02,60.8
31/01/2023 22:00,165.66,84.89
31/01/2023 22:30,165.66,109.52
31/01/2023 23:00,166.01,115.79
31/01/2023 23:30,166.01,149.03
01/02/2023 00:00,149.3,146.32
01/02/2023 00:30,149.3,165.66
01/02/2023 01:00,135.8,149.23
01/02/2023 01:30,135.8,156.47
01/02/2023 02:00,139.97,152.39
01/02/2023 02:30,139.97,151.65
01/02/2023 03:00,112.94,147.42
01/02/2023 03:30,112.94,133.55
01/02/2023 04:00,102.4,99.12
01/02/2023 04:30,102.4,100.85
01/02/2023 05:00,97.93,131.75
01/02/2023 05:30,97.93,138.83
01/02/2023 06:00,97.45,130.94
01/02/2023 06:30,97.45,134.93
01/02/2023 07:00,71.8,139.11
01/02/2023 07:30,71.8,139.4
01/02/2023 08:00,60.41,129.76
01/02/2023 08:30,60.41,143.13
01/02/2023 09:00,66.75,150.24
01/02/2023 09:30,66.75,170.92
01/02/2023 10:00,90,162.16
01/02/2023 10:30,90,179.02
01/02/2023 11:00,133.1,173.69
01/02/2023 11:30,133.1,156.99
01/02/2023 12:00,148.21,167.37
01/02/2023 12:30,148.21,135.78
01/02/2023 13:00,156.02,120.33
01/02/2023 13:30,156.02,130.48
01/02/2023 14:00,150.94,148.58
01/02/2023 14:30,150.94,130.2
01/02/2023 15:00,138.4,121.13
01/02/2023 15:30,138.4,95.74
01/02/2023 16:00,124.44,82.98
01/02/2023 16:30,124.44,54.46
01/02/2023 17:00,114.3,80.87
01/02/2023 17:30,114.3,97.43
01/02/2023 18:00,118.81,105.92
01/02/2023 18:30,118.81,77.78
01/02/2023 19:00,122.99,72.8
01/02/2023 19:30,122.99,72.62
01/02/2023 20:00,127.32,87.4
01/02/2023 20:30,127.32,79.65
01/02/2023 21:00,143.93,95.84
01/02/2023 21:30,143.93,93.61
01/02/2023 22:00,166.57,104.42
01/02/2023 22:30,166.57,119.67
01/02/2023 23:00,165.19,135.2
01/02/2023 23:30,165.19,151.65
02/02/2023 00:00,156.06,164.7
02/02/2023 00:30,156.06,177.01
02/02/2023 01:00,142.7,157.94
02/02/2023 01:30,142.7,148.22
02/02/2023 02:00,136.6,141.21
02/02/2023 02:30,136.6,120.12
02/02/2023 03:00,126.8,121.71
02/02/2023 03:30,126.8,131.01
02/02/2023 04:00,116.42,143.2
02/02/2023 04:30,116.42,130.8
02/02/2023 05:00,113.73,133.49
02/02/2023 05:30,113.73,129.86
02/02/2023 06:00,112.03,139.21
02/02/2023 06:30,112.03,136.6
02/02/2023 07:00,92.98,143.17
02/02/2023 07:30,92.98,142.21
02/02/2023 08:00,90.77,138.62
02/02/2023 08:30,90.77,143.3
02/02/2023 09:00,101.13,145
02/02/2023 09:30,101.13,158.9
02/02/2023 10:00,115.75,157.34
02/02/2023 10:30,115.75,159.76
02/02/2023 11:00,141.05,154.9
02/02/2023 11:30,141.05,144.76
02/02/2023 12:00,151.72,146.65
02/02/2023 12:30,151.72,145.66
02/02/2023 13:00,153.73,143.14
02/02/2023 13:30,153.73,141.55
02/02/2023 14:00,144.8,134.51
02/02/2023 14:30,144.8,103.52
02/02/2023 15:00,140.1,130
02/02/2023 15:30,140.1,85.86
02/02/2023 16:00,131.08,97.55
02/02/2023 16:30,131.08,45.02
02/02/2023 17:00,127.96,104.79
02/02/2023 17:30,127.96,130.19
02/02/2023 18:00,125.05,103.78
02/02/2023 18:30,125.05,82.68
02/02/2023 19:00,126.75,87.81
02/02/2023 19:30,126.75,92.49
02/02/2023 20:00,133.98,106.77
02/02/2023 20:30,133.98,99.66
02/02/2023 21:00,149.8,66.9
02/02/2023 21:30,149.8,58.33
02/02/2023 22:00,162.23,85.39
02/02/2023 22:30,162.23,136.64
02/02/2023 23:00,156.81,112.32
02/02/2023 23:30,156.81,107.85
03/02/2023 00:00,144.94,82.41
03/02/2023 00:30,144.94,140.03
03/02/2023 01:00,137.13,130.93
03/02/2023 01:30,137.13,163.03
03/02/2023 02:00,128.41,146.7
03/02/2023 02:30,128.41,152.77
03/02/2023 03:00,110.37,145.27
03/02/2023 03:30,110.37,148.91
03/02/2023 04:00,96.92,144.03
03/02/2023 04:30,96.92,140.05
03/02/2023 05:00,89.81,143.05
03/02/2023 05:30,89.81,136.95
03/02/2023 06:00,82,135.53
03/02/2023 06:30,82,132.53
03/02/2023 07:00,78.97,122.45
03/02/2023 07:30,78.97,134.99
03/02/2023 08:00,74.75,146.68
03/02/2023 08:30,74.75,143.68
03/02/2023 09:00,79.35,159.46
03/02/2023 09:30,79.35,171.47
03/02/2023 10:00,100.65,178.39
03/02/2023 10:30,100.65,179.06
03/02/2023 11:00,137.91,184.63
03/02/2023 11:30,137.91,177.49
03/02/2023 12:00,151.91,181.24
03/02/2023 12:30,151.91,172.24
03/02/2023 13:00,163.81,170.89
03/02/2023 13:30,163.81,169.33
03/02/2023 14:00,161.64,170.35
03/02/2023 14:30,161.64,171.67
03/02/2023 15:00,149.89,165.17
03/02/2023 15:30,149.89,154.77
03/02/2023 16:00,132.34,148.83
03/02/2023 16:30,132.34,162.18
03/02/2023 17:00,128.01,175.1
03/02/2023 17:30,128.01,183.36
03/02/2023 18:00,125.23,172.23
03/02/2023 18:30,125.23,174.22
03/02/2023 19:00,126.71,175.9
03/02/2023 19:30,126.71,172.99
03/02/2023 20:00,129.45,140.73
03/02/2023 20:30,129.45,126.16
03/02/2023 21:00,147.57,129.21
03/02/2023 21:30,147.57,122.02
03/02/2023 22:00,167.83,123.79
03/02/2023 22:30,167.83,121.61
03/02/2023 23:00,166.7,143.39
03/02/2023 23:30,166.7,130.09
04/02/2023 00:00,153.01,145.96
04/02/2023 00:30,153.01,153.94
04/02/2023 01:00,142.63,138.72
04/02/2023 01:30,142.63,170.62
04/02/2023 02:00,140.96,168.17
04/02/2023 02:30,140.96,168.19
04/02/2023 03:00,136.07,171.91
04/02/2023 03:30,136.07,173.67
04/02/2023 04:00,142.57,176.52
04/02/2023 04:30,142.57,175.86
04/02/2023 05:00,134.01,164.91
04/02/2023 05:30,134.01,151.65
04/02/2023 06:00,137.88,126.79
04/02/2023 06:30,137.88,129.16
04/02/2023 07:00,124.91,134.34
04/02/2023 07:30,124.91,131.67
04/02/2023 08:00,122.52,133.64
04/02/2023 08:30,122.52,135.21
04/02/2023 09:00,128.02,137.23
04/02/2023 09:30,128.02,157.72
04/02/2023 10:00,131.54,144.36
04/02/2023 10:30,131.54,154.33
04/02/2023 11:00,142.55,164.85
04/02/2023 11:30,142.55,150.68
04/02/2023 12:00,139.66,131.62
04/02/2023 12:30,139.66,125.79
04/02/2023 13:00,148.01,128.09
04/02/2023 13:30,148.01,142.29
04/02/2023 14:00,148.83,144.73
04/02/2023 14:30,148.83,134.22
04/02/2023 15:00,142.49,117.07
04/02/2023 15:30,142.49,110.7
04/02/2023 16:00,134.01,116.73
04/02/2023 16:30,134.01,91.87
04/02/2023 17:00,128.07,101.08
04/02/2023 17:30,128.07,113.08
04/02/2023 18:00,128.41,87.18
04/02/2023 18:30,128.41,74.24
04/02/2023 19:00,128.09,83.95
04/02/2023 19:30,128.09,77.14
04/02/2023 20:00,142.71,79.3
04/02/2023 20:30,142.71,79.41
04/02/2023 21:00,151.32,81.47
04/02/2023 21:30,151.32,84.74
04/02/2023 22:00,166.4,42.09
04/02/2023 22:30,166.4,46.61
04/02/2023 23:00,160.69,90.48
04/02/2023 23:30,160.69,101.29
05/02/2023 00:00,146.6,58.48
05/02/2023 00:30,146.6,115.46
05/02/2023 01:00,139.41,111.13
05/02/2023 01:30,139.41,129.58
05/02/2023 02:00,133.37,127.89
05/02/2023 02:30,133.37,130.81
05/02/2023 03:00,125.9,140.33
05/02/2023 03:30,125.9,147.04
05/02/2023 04:00,144.78,145.8
05/02/2023 04:30,144.78,150.18
05/02/2023 05:00,144.78,157.18
05/02/2023 05:30,144.78,142.67
05/02/2023 06:00,135.5,141.43
05/02/2023 06:30,135.5,145.63
05/02/2023 07:00,124.02,119.55
05/02/2023 07:30,124.02,121.34
05/02/2023 08:00,112.97,120.5
05/02/2023 08:30,112.97,126.83
05/02/2023 09:00,111.95,127.84
05/02/2023 09:30,111.95,163.13
05/02/2023 10:00,112.5,173.48
05/02/2023 10:30,112.5,181.47
05/02/2023 11:00,120.02,193.59
05/02/2023 11:30,120.02,188.97
05/02/2023 12:00,120.05,184.4
05/02/2023 12:30,120.05,165.1
05/02/2023 13:00,146.84,170.43
05/02/2023 13:30,146.84,154.26
05/02/2023 14:00,136.31,172.76
05/02/2023 14:30,136.31,154.12
05/02/2023 15:00,140,141.98
05/02/2023 15:30,140,147.7
05/02/2023 16:00,137.58,161.16
05/02/2023 16:30,137.58,142.73
05/02/2023 17:00,146.57,97.73
05/02/2023 17:30,146.57,129.57
05/02/2023 18:00,146.3,155.77
05/02/2023 18:30,146.3,135.09
05/02/2023 19:00,140.03,148.79
05/02/2023 19:30,140.03,136.34
05/02/2023 20:00,120.04,150.59
05/02/2023 20:30,120.04,139.28
05/02/2023 21:00,144.76,145.51
05/02/2023 21:30,144.76,116.07
05/02/2023 22:00,192.95,173.48
05/02/2023 22:30,192.95,153.38
05/02/2023 23:00,189.99,173.86
05/02/2023 23:30,189.99,173.13
06/02/2023 00:00,178.19,184.1
06/02/2023 00:30,178.19,199.54
06/02/2023 01:00,140.49,191.13
06/02/2023 01:30,140.49,187.85
06/02/2023 02:00,136.78,166.16
06/02/2023 02:30,136.78,149.33
06/02/2023 03:00,129.84,157.04
06/02/2023 03:30,129.84,131.53
06/02/2023 04:00,134.91,123.92
06/02/2023 04:30,134.91,121.83
06/02/2023 05:00,136.78,120.99
06/02/2023 05:30,136.78,117.57
06/02/2023 06:00,133.68,118.95
06/02/2023 06:30,133.68,118.55
06/02/2023 07:00,130.06,121.36
06/02/2023 07:30,130.06,126.3
06/02/2023 08:00,129.97,134.98
06/02/2023 08:30,129.97,187.88
06/02/2023 09:00,133.01,147.92
06/02/2023 09:30,133.01,176.66
06/02/2023 10:00,152.72,182.09
06/02/2023 10:30,152.72,190.6
06/02/2023 11:00,179.4,186.74
06/02/2023 11:30,179.4,196.43
06/02/2023 12:00,187.94,178.95
06/02/2023 12:30,187.94,165.57
06/02/2023 13:00,188.49,187.05
06/02/2023 13:30,188.49,153.74
06/02/2023 14:00,173.66,168.49
06/02/2023 14:30,173.66,154.8
06/02/2023 15:00,153.9,139.3
06/02/2023 15:30,153.9,136.8
06/02/2023 16:00,146.09,137.18
06/02/2023 16:30,146.09,153.63
06/02/2023 17:00,140.68,141.19
06/02/2023 17:30,140.68,158.99
06/02/2023 18:00,142.72,154.71
06/02/2023 18:30,142.72,146.83
06/02/2023 19:00,147.36,142.45
06/02/2023 19:30,147.36,139.7
06/02/2023 20:00,157.45,141.7
06/02/2023 20:30,157.45,143.51
06/02/2023 21:00,185.54,167.64
06/02/2023 21:30,185.54,156.89
06/02/2023 22:00,204,173.05
06/02/2023 22:30,204,187.6
06/02/2023 23:00,197,185.33
06/02/2023 23:30,197,220.22
07/02/2023 00:00,180,225.86
07/02/2023 00:30,180,264.65
07/02/2023 01:00,154.5,227.88
07/02/2023 01:30,154.5,217.95
07/02/2023 02:00,141.3,215.66
07/02/2023 02:30,141.3,207.57
07/02/2023 03:00,127.57,167.43
07/02/2023 03:30,127.57,147.27
07/02/2023 04:00,132.51,141.72
07/02/2023 04:30,132.51,140.31
07/02/2023 05:00,130.35,130.93
07/02/2023 05:30,130.35,126.26
07/02/2023 06:00,129.56,131.22
07/02/2023 06:30,129.56,128.02
07/02/2023 07:00,128.74,128.67
07/02/2023 07:30,128.74,133.08
07/02/2023 08:00,129.54,138.77
07/02/2023 08:30,129.54,156.68
07/02/2023 09:00,131.48,196.99
07/02/2023 09:30,131.48,219.69
07/02/2023 10:00,150.24,220.57
07/02/2023 10:30,150.24,225.82
07/02/2023 11:00,175.6,226.22
07/02/2023 11:30,175.6,208.72
07/02/2023 12:00,203.4,190.59
07/02/2023 12:30,203.4,175.18
07/02/2023 13:00,197.28,182.7
07/02/2023 13:30,197.28,162.66
07/02/2023 14:00,209.39,172.51
07/02/2023 14:30,209.39,135.1
07/02/2023 15:00,195.01,150.54
07/02/2023 15:30,195.01,145.08
07/02/2023 16:00,175.07,121.74
07/02/2023 16:30,175.07,127.35
07/02/2023 17:00,161.55,133.36
07/02/2023 17:30,161.55,142.15
07/02/2023 18:00,160.01,150.29
07/02/2023 18:30,160.01,127.51
07/02/2023 19:00,170.43,126.11
07/02/2023 19:30,170.43,119.25
07/02/2023 20:00,188.1,130.01
07/02/2023 20:30,188.1,118.62
07/02/2023 21:00,209.24,135.63
07/02/2023 21:30,209.24,120.54
07/02/2023 22:00,230.25,143.18
07/02/2023 22:30,230.25,125.32
07/02/2023 23:00,226.57,170.34
07/02/2023 23:30,226.57,195.44
08/02/2023 00:00,202.36,179
08/02/2023 00:30,202.36,198.64
08/02/2023 01:00,171.5,179.95
08/02/2023 01:30,171.5,174.51
08/02/2023 02:00,161.28,169.45
08/02/2023 02:30,161.28,142.2
08/02/2023 03:00,140,161.96
08/02/2023 03:30,140,140.99
08/02/2023 04:00,141.9,124.91
08/02/2023 04:30,141.9,122.16
08/02/2023 05:00,140.42,120.15
08/02/2023 05:30,140.42,116.16
08/02/2023 06:00,136.78,121.45
08/02/2023 06:30,136.78,116.29
08/02/2023 07:00,129.07,117.33
08/02/2023 07:30,129.07,115.72
08/02/2023 08:00,128.32,121.11
08/02/2023 08:30,128.32,133.15
08/02/2023 09:00,129.02,155.08
08/02/2023 09:30,129.02,162.97
08/02/2023 10:00,142.76,155.5
08/02/2023 10:30,142.76,172.32
08/02/2023 11:00,166,164.05
08/02/2023 11:30,166,165.53
08/02/2023 12:00,183.67,163.82
08/02/2023 12:30,183.67,164.08
08/02/2023 13:00,171.87,166.75
08/02/2023 13:30,171.87,156.71
08/02/2023 14:00,152.91,153.74
08/02/2023 14:30,152.91,158.11
08/02/2023 15:00,140.87,154.95
08/02/2023 15:30,140.87,141.23
08/02/2023 16:00,129.95,125.1
08/02/2023 16:30,129.95,130.97
08/02/2023 17:00,128.07,122.39
08/02/2023 17:30,128.07,130.3
08/02/2023 18:00,125.52,128.7
08/02/2023 18:30,125.52,130.18
08/02/2023 19:00,128.06,135.09
08/02/2023 19:30,128.06,142.33
08/02/2023 20:00,136.72,144.52
08/02/2023 20:30,136.72,140.72
08/02/2023 21:00,156.59,151.91
08/02/2023 21:30,156.59,144.23
08/02/2023 22:00,171.57,159.88
08/02/2023 22:30,171.57,134.41
08/02/2023 23:00,167.2,159.13
08/02/2023 23:30,167.2,165.09
09/02/2023 00:00,159.95,197.53
09/02/2023 00:30,159.95,214.6
09/02/2023 01:00,147.5,210.37
09/02/2023 01:30,147.5,213.97
09/02/2023 02:00,145.75,190.4
09/02/2023 02:30,145.75,189.44
09/02/2023 03:00,134.25,187.86
09/02/2023 03:30,134.25,178.99
09/02/2023 04:00,136.07,143.5
09/02/2023 04:30,136.07,132.78
09/02/2023 05:00,134.92,123.06
09/02/2023 05:30,134.92,120.16
09/02/2023 06:00,128.25,125.89
09/02/2023 06:30,128.25,135.22
09/02/2023 07:00,124.87,124.07
09/02/2023 07:30,124.87,117.77
09/02/2023 08:00,120.01,149.15
09/02/2023 08:30,120.01,157.32
09/02/2023 09:00,124.57,146.2
09/02/2023 09:30,124.57,177.35
09/02/2023 10:00,149.48,188.1
09/02/2023 10:30,149.48,207.32
09/02/2023 11:00,161.81,207.44
09/02/2023 11:30,161.81,206.3
09/02/2023 12:00,184.91,189.51
09/02/2023 12:30,184.91,184.26
09/02/2023 13:00,169.87,180.73
09/02/2023 13:30,169.87,172.2
09/02/2023 14:00,151.73,168.29
09/02/2023 14:30,151.73,150.56
09/02/2023 15:00,137.37,153.86
09/02/2023 15:30,137.37,151.91
09/02/2023 16:00,127.58,129.17
09/02/2023 16:30,127.58,112.24
09/02/2023 17:00,120.01,115.32
09/02/2023 17:30,120.01,118.06
09/02/2023 18:00,120.87,120.47
09/02/2023 18:30,120.87,116.75
09/02/2023 19:00,127.62,128.23
09/02/2023 19:30,127.62,117.91
09/02/2023 20:00,134.39,117.07
09/02/2023 20:30,134.39,119.87
09/02/2023 21:00,154.99,138.37
09/02/2023 21:30,154.99,140.39
09/02/2023 22:00,179.72,144.46
09/02/2023 22:30,179.72,119.44
09/02/2023 23:00,186.53,152.3
09/02/2023 23:30,186.53,166.56
10/02/2023 00:00,169.11,170.34
10/02/2023 00:30,169.11,185
10/02/2023 01:00,155.27,181.22
10/02/2023 01:30,155.27,179.24
10/02/2023 02:00,147.21,157.16
10/02/2023 02:30,147.21,144.85
10/02/2023 03:00,138.28,151.51
10/02/2023 03:30,138.28,151.11
10/02/2023 04:00,142.85,135.55
10/02/2023 04:30,142.85,132.21
10/02/2023 05:00,138.56,125.37
10/02/2023 05:30,138.56,128.06
10/02/2023 06:00,129.09,131.34
10/02/2023 06:30,129.09,127.96
10/02/2023 07:00,121.97,128.87
10/02/2023 07:30,121.97,126.96
10/02/2023 08:00,121.05,147.31
10/02/2023 08:30,121.05,140.89
10/02/2023 09:00,121.97,131.64
10/02/2023 09:30,121.97,146.31
10/02/2023 10:00,129.97,152.46
10/02/2023 10:30,129.97,163.25
10/02/2023 11:00,151.95,150.08
10/02/2023 11:30,151.95,137.86
10/02/2023 12:00,184.77,148.92
10/02/2023 12:30,184.77,129.62
10/02/2023 13:00,179.1,140.88
10/02/2023 13:30,179.1,127.42
10/02/2023 14:00,155.09,139.99
10/02/2023 14:30,155.09,143.26
10/02/2023 15:00,136.72,147.95
10/02/2023 15:30,136.72,149.8
10/02/2023 16:00,124.06,107.27
10/02/2023 16:30,124.06,80.95
10/02/2023 17:00,120.09,78.25
10/02/2023 17:30,120.09,118.46
10/02/2023 18:00,119.36,102.05
10/02/2023 18:30,119.36,90.83
10/02/2023 19:00,120.08,102.43
10/02/2023 19:30,120.08,106.39
10/02/2023 20:00,130.02,82.43
10/02/2023 20:30,130.02,95.22
10/02/2023 21:00,144.01,114.53
10/02/2023 21:30,144.01,115.8
10/02/2023 22:00,166.22,131.9
10/02/2023 22:30,166.22,137.39
10/02/2023 23:00,168.57,146.34
10/02/2023 23:30,168.57,119.05
11/02/2023 00:00,149.99,133.45
11/02/2023 00:30,149.99,115.65
11/02/2023 01:00,144.9,117.7
11/02/2023 01:30,144.9,152.53
11/02/2023 02:00,138.09,130.95
11/02/2023 02:30,138.09,156.7
11/02/2023 03:00,133.16,148.79
11/02/2023 03:30,133.16,160.67
11/02/2023 04:00,131.27,167.38
11/02/2023 04:30,131.27,172.18
11/02/2023 05:00,129.4,174.27
11/02/2023 05:30,129.4,174.59
11/02/2023 06:00,127.47,157.12
11/02/2023 06:30,127.47,146.84
11/02/2023 07:00,120.56,141.39
11/02/2023 07:30,120.56,150.84
11/02/2023 08:00,118.87,165.63
11/02/2023 08:30,118.87,172.53
11/02/2023 09:00,120.42,179.36
11/02/2023 09:30,120.42,189.39
11/02/2023 10:00,126.66,200.16
11/02/2023 10:30,126.66,209.45
11/02/2023 11:00,138,209.17
11/02/2023 11:30,138,203.55
11/02/2023 12:00,133.95,188.34
11/02/2023 12:30,133.95,181.54
11/02/2023 13:00,139.63,179.66
11/02/2023 13:30,139.63,154.03
11/02/2023 14:00,143.73,170.92
11/02/2023 14:30,143.73,140.5
11/02/2023 15:00,139.29,137.68
11/02/2023 15:30,139.29,134.71
11/02/2023 16:00,144,121.4
11/02/2023 16:30,144,129.85
11/02/2023 17:00,142.66,132.47
11/02/2023 17:30,142.66,150.67
11/02/2023 18:00,138.48,134.9
11/02/2023 18:30,138.48,124.27
11/02/2023 19:00,138.6,126.24
11/02/2023 19:30,138.6,126.96
11/02/2023 20:00,139.65,139.73
11/02/2023 20:30,139.65,128.44
11/02/2023 21:00,146.7,121.24
11/02/2023 21:30,146.7,119.43
11/02/2023 22:00,180,120.93
11/02/2023 22:30,180,125.82
11/02/2023 23:00,179.99,142.64
11/02/2023 23:30,179.99,142.66
12/02/2023 00:00,161.01,143.93
12/02/2023 00:30,161.01,135.01
12/02/2023 01:00,151.23,135.07
12/02/2023 01:30,151.23,155.43
12/02/2023 02:00,140.5,131.97
12/02/2023 02:30,140.5,143.84
12/02/2023 03:00,135.1,154.71
12/02/2023 03:30,135.1,156.07
12/02/2023 04:00,140.45,167.1
12/02/2023 04:30,140.45,171.92
12/02/2023 05:00,129.95,167.59
12/02/2023 05:30,129.95,162.28
12/02/2023 06:00,135.25,158.51
12/02/2023 06:30,135.25,157.64
12/02/2023 07:00,127.95,156.66
12/02/2023 07:30,127.95,154.1
12/02/2023 08:00,127,159.28
12/02/2023 08:30,127,150.9
12/02/2023 09:00,126.99,155.46
12/02/2023 09:30,126.99,175.83
12/02/2023 10:00,126.99,187.88
12/02/2023 10:30,126.99,194.17
12/02/2023 11:00,128.7,191.52
12/02/2023 11:30,128.7,177.5
12/02/2023 12:00,135.48,172.51
12/02/2023 12:30,135.48,138.26
12/02/2023 13:00,139,165.95
12/02/2023 13:30,139,132.6
12/02/2023 14:00,136.61,140.34
12/02/2023 14:30,136.61,140.98
12/02/2023 15:00,138.23,141.25
12/02/2023 15:30,138.23,121.61
12/02/2023 16:00,140.7,104.05
12/02/2023 16:30,140.7,96.63
12/02/2023 17:00,138.09,108.9
12/02/2023 17:30,138.09,123.28
12/02/2023 18:00,129.26,116.16
12/02/2023 18:30,129.26,110.89
12/02/2023 19:00,135.95,109.94
12/02/2023 19:30,135.95,107.69
12/02/2023 20:00,130.53,113.23
12/02/2023 20:30,130.53,110.68
12/02/2023 21:00,139.94,121.94
12/02/2023 21:30,139.94,101.8
12/02/2023 22:00,178.44,132.54
12/02/2023 22:30,178.44,135.98
12/02/2023 23:00,175.09,165.26
12/02/2023 23:30,175.09,185.42
13/02/2023 00:00,153.4,168.94
13/02/2023 00:30,153.4,188.09
13/02/2023 01:00,138.07,162.01
13/02/2023 01:30,138.07,179.13
13/02/2023 02:00,135.76,180.36
13/02/2023 02:30,135.76,165.47
13/02/2023 03:00,132.77,142.08
13/02/2023 03:30,132.77,145.19
13/02/2023 04:00,124.86,150.87
13/02/2023 04:30,124.86,125.26
13/02/2023 05:00,123.93,123.63
13/02/2023 05:30,123.93,123.11
13/02/2023 06:00,123.48,127.16
13/02/2023 06:30,123.48,123.97
13/02/2023 07:00,119.31,125.51
13/02/2023 07:30,119.31,124.41
13/02/2023 08:00,120.58,142.29
13/02/2023 08:30,120.58,148.13
13/02/2023 09:00,125,148.41
13/02/2023 09:30,125,166.92
13/02/2023 10:00,137.36,174.65
13/02/2023 10:30,137.36,188.06
13/02/2023 11:00,161.9,180.39
13/02/2023 11:30,161.9,167.07
13/02/2023 12:00,182.58,160.96
13/02/2023 12:30,182.58,137.11
13/02/2023 13:00,181.01,145.66
13/02/2023 13:30,181.01,150.74
13/02/2023 14:00,168.01,157.68
13/02/2023 14:30,168.01,144.49
13/02/2023 15:00,148.5,139.3
13/02/2023 15:30,148.5,128.05
13/02/2023 16:00,130.54,133.23
13/02/2023 16:30,130.54,143.4
13/02/2023 17:00,121.93,123.74
13/02/2023 17:30,121.93,140.07
13/02/2023 18:00,120.77,143.77
13/02/2023 18:30,120.77,128.57
13/02/2023 19:00,127.8,126.75
